"price_eur","car_model","mileage_km","year_first_registration","seller_name","car_link","scrapedate"
"€ 34,330.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","21,620 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-grey-371c31a3-b28f-4794-a2b3-7a8c42e8f2eb","2024-12-17"
"€ 34,977.-","Volkswagen ID.4 Pro Navi ACC LED PDC","7,336 km","07/2023","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-navi-acc-led-pdc-electric-white-48317033-7c7b-4d58-9b07-63cd4461c803","2024-12-17"
"€ 24,450.-","Volkswagen ID.4 Pro Performance Matrix 19""ACC Kam LED Leder","124,785 km","10/2021","J.W. Handelsgesellschaft mbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-matrix-19-acc-kam-led-leder-electric-grey-5c16025a-5866-4d52-9713-1b165b7558c7","2024-12-17"
"€ 39,650.-","Volkswagen ID.4 GTX 4Motion/AHK/RFK/LHZ/ACC","21,850 km","08/2023","Autohaus Wilhelm Maier GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-ahk-rfk-lhz-acc-electric-silver-4003917f-4cd5-477f-8589-cffc29537c22","2024-12-17"
"€ 24,550.-","Volkswagen ID.4 PURE LM19 WÄRMEPUMPE NAVI-PRO SITZHZ","56,418 km","10/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-lm19-waermepumpe-navi-pro-sitzhz-electric-grey-7bfc735b-cb5d-4aaf-82eb-ce37b812ccb5","2024-12-17"
"€ 35,999.-","Volkswagen ID.4 Pro Performance IQ.LIGHT*AHK*NAVI*WÄRMEPUMP","24,900 km","06/2023","Autohaus Best GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-iq-light-ahk-navi-waermepump-electric-black-f3b6c526-72a9-4f19-959f-f995051e5bbb","2024-12-17"
"€ 27,980.-","Volkswagen ID.4 150 kW 1st FIRST EDITION Pro Performance","63,317 km","12/2020","auto:mobil GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-150-kw-1st-first-edition-pro-performance-electric-white-34dd47fc-2818-48b1-a61d-c1a27bdedd6d","2024-12-17"
"€ 25,950.-","Volkswagen ID.4 Pure Wärmepumpe ACC Kamera EasyOpen Keyless Klima","17,541 km","05/2022","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-waermepumpe-acc-kamera-easyopen-keyless-klima-electric-blue-5b566874-4756-4a7c-ba21-68277e3c2d4b","2024-12-17"
"€ 30,480.-","Volkswagen ID.4 Pro Performance Navi AHK LED ACC PDC Klima","60,501 km","11/2022","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-ahk-led-acc-pdc-klima-electric-blue-aafd5488-f557-4d3a-add4-68cd744cabbd","2024-12-17"
"€ 34,330.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","26,330 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-white-c585818a-86ef-49b3-8898-21ccd1dafdc9","2024-12-17"
"€ 31,440.-","Volkswagen ID.4 PRO PERFORMANCE 204PS LED.KAMERA.CCS.ACC.NAVI.SHZG","39,980 km","10/2022","Autohaus Ostermaier GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-204ps-led-kamera-ccs-acc-navi-shzg-electric-grey-a165375c-a6f3-4a95-b6c1-0dbaea0a1c49","2024-12-17"
"€ 26,890.-","Volkswagen ID.4 Pro Performance 1st Navi Pro AHK LED ACC PD","68,259 km","04/2021","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-1st-navi-pro-ahk-led-acc-pd-electric-yellow-17bddc6e-cd66-4f5b-9a81-6dbe309a1689","2024-12-17"
"€ 39,870.-","Volkswagen ID.4 ProPerf SPORT+ LM21 PANO AHK WÄRMEP. KAMERA","13,097 km","12/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-properf-sport-lm21-pano-ahk-waermep-kamera-electric-white-eabc927f-def2-4f45-8560-d01f55fb50c2","2024-12-17"
"€ 25,340.-","Volkswagen ID.4 Pure Performance 52kWh LED PDC DAB Navi CarPlay Am","14,000 km","08/2022","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-52kwh-led-pdc-dab-navi-carplay-am-electric-grey-4a806a61-92b2-454e-a773-b354259e4eb1","2024-12-17"
"€ 31,300.-","Volkswagen ID.4 Pro Performance 150 kW","26,000 km","02/2022","Kfz-Werkstatt Alex Ett","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-electric-white-a91a15cb-fa0d-4675-8be3-56002d057764","2024-12-17"
"€ 23,800.-","Volkswagen ID.4 Pure NAVI LED GRA","26,035 km","09/2022","Scherer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-gra-electric-grey-ddb344a7-d1ca-4dbb-8667-d85c568b87ef","2024-12-17"
"€ 29,840.-","Volkswagen ID.4 Pro Performance 77kWh Wärmepumpe LED PDC DAB Sitzh","45,800 km","07/2022","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77kwh-waermepumpe-led-pdc-dab-sitzh-electric-grey-d6e31000-0992-4f96-af96-b98649170f27","2024-12-17"
"€ 34,950.-","Volkswagen ID.4 GTX.4Mot.Matrix.ErgoActiv.AHK.360°.IQ.HuD.","84,514 km","01/2023","Auto Shop Handels GmbH  www.ash-autoshop.de","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4mot-matrix-ergoactiv-ahk-360-iq-hud-electric-grey-3ded494c-2f47-4c09-a621-cb48a3864bd2","2024-12-17"
"€ 31,640.-","Volkswagen ID.4 Pro Performance 77kWh Wärmepumpe AHK LED PDC Sitzh","29,700 km","04/2022","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77kwh-waermepumpe-ahk-led-pdc-sitzh-electric-grey-4aa067bd-b263-4d21-b693-3228f60fdc8b","2024-12-17"
"€ 39,370.-","Volkswagen ID.4 GTX 4Motion 77 kWh AHK WÄPU KAM IQ-LED NAVP","20,000 km","10/2023","Held & Ströhle GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-ahk-waepu-kam-iq-led-navp-electric-silver-e9801800-4537-4628-b593-7455f4deaf0b","2024-12-17"
"€ 28,580.-","Volkswagen ID.4 Pro Performance AHK LED Navi PDC vo+hi","41,150 km","10/2021","Autohaus Glinicke GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-led-navi-pdc-vo-hi-electric-grey-3315e9e6-14fe-474a-ba1a-e3cba0db185e","2024-12-17"
"€ 33,480.-","Volkswagen ID.4 Pro Performance*ACC Navi R-Kam Keyless DCC","8,761 km","03/2023","Gerhard Schuster GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-navi-r-kam-keyless-dcc-electric-red-b8cfb1f8-a5ca-4939-be21-ded977544dc1","2024-12-17"
"€ 34,620.-","Volkswagen ID.4 Pro Performance *AHK*LED*ACC*NAVI*R-CAM*SHZ","26,800 km","02/2023","Auto Singer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-led-acc-navi-r-cam-shz-electric-white-a8fa4a42-626f-4a02-89a6-3566895003b7","2024-12-17"
"€ 33,500.-","Volkswagen ID.4 Pro","14,752 km","02/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-electric-white-9a9d10bd-0af2-447f-a9b5-75eb3fac013c","2024-12-17"
"€ 33,650.-","Volkswagen ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET+","63,002 km","10/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-lm20-pano-waermepumpe-sportpaket-electric-grey-d209e96f-d09c-4480-9d79-f8da2cabc374","2024-12-17"
"€ 40,870.-","Volkswagen ID.4 GTX 4-MOTION 20""+INFO+KOMFORT+ASSISTENZ+WÄ","12,436 km","06/2023","Schüchl GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4-motion-20-info-komfort-assistenz-wae-electric-black-3c3a9632-97fa-4b56-96dc-2173432d5b54","2024-12-17"
"€ 34,740.-","Volkswagen ID.4 PRO PERFORMANCE 204PS NP.52T ACC.WÄRMEPUMPE.NAVI.2","18,650 km","07/2023","Autohaus Ostermaier GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-204ps-np-52t-acc-waermepumpe-navi-2-electric-white-7d83c74f-1d2c-4ec6-9a8d-06607db67e12","2024-12-17"
"€ 30,950.-","Volkswagen ID.4 Pro Winterr. KAMERA ACC KEYLESS LED NAVI BT Klima","37,736 km","07/2022","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-winterr-kamera-acc-keyless-led-navi-bt-klima-electric-grey-19b6b49e-9a43-4344-9249-a03610fc6202","2024-12-17"
"€ 37,490.-","Volkswagen ID.4 Pro Performance 82 kW/h Wärmep.*AHK*8-fach","9,700 km","12/2023","Audi Gebrauchtwagen :plus Audi Augsburg","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-82-kw-h-waermep-ahk-8-fach-electric-white-713d4d46-0fbe-4074-a2f4-4508bdbfd7a4","2024-12-17"
"€ 33,900.-","Volkswagen ID.4 Pro Performance LED-Matrix, AHK, Massagesitzee ...","49,900 km","02/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-led-matrix-ahk-massagesitzee-electric-blue-a677d5a2-24db-4922-9bf7-a08b5ead9930","2024-12-17"
"€ 47,700.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ACC-RADAR+DCC-","8,800 km","09/2023","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-acc-radar-dcc-electric-white-99fe6805-f2da-45ab-9a42-45e7ab7771d6","2024-12-17"
"€ 37,430.-","Volkswagen ID.4 Pro Performance 150/77 *Wärmepumpe* *AHK*LE","22,141 km","06/2023","Autohaus Stegelmann GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-77-waermepumpe-ahk-le-electric-black-ed4a2d40-dad7-4eaf-958c-1c9cc0692374","2024-12-17"
"€ 31,440.-","Volkswagen ID.4 PRO Performance+ZINS AB 1,99+ Bluetooth Navi","30,400 km","03/2022","Autohaus Morrkopf GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-zins-ab-1-99-bluetooth-navi-electric-white-3b466921-c15e-4d99-a5db-01bd18d3e558","2024-12-17"
"€ 36,950.-","Volkswagen ID.4 Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99% Klima","14,278 km","10/2023","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-ahk-iq-light-ganzja-rate-299-euro-0-99-klima-electric-white-0b2ddf55-26f5-4955-8d3b-e482a46f60f2","2024-12-17"
"€ 27,999.-","Volkswagen ID.4 Pro Performance150 kW Life 77kWh*Wärmepumpe","45,000 km","11/2021","Frenki Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance150-kw-life-77kwh-waermepumpe-electric-grey-f26bcfb6-0b9a-4731-bc50-8537a8e64b4b","2024-12-17"
"€ 53,480.-","Volkswagen ID.4 GTX AHK/Matrix/Pano/360°/Wärmepumpe/05.29Ga","1,720 km","05/2024","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-ahk-matrix-pano-360-waermepumpe-05-29ga-electric-red-6a754480-ed36-41a0-b696-6a78821ba053","2024-12-17"
"€ 26,200.-","Volkswagen ID.4 Pure Performance, Infotainment Paket, LED,","29,500 km","07/2022","Autohaus Am Tannenkamp GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-infotainment-paket-led-electric-black-d3e7b0cf-ab3a-4e55-8831-4f3a041a1efc","2024-12-17"
"€ 28,970.-","Volkswagen ID.4 1st Pro Navi+/ACC/Kamera/Wärmepumpe/AHK/20","49,978 km","12/2020","Auto Deko GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-1st-pro-navi-acc-kamera-waermepumpe-ahk-20-electric-grey-c45519ad-047f-4b5c-a2eb-340846ddfce7","2024-12-17"
"€ 32,890.-","Volkswagen ID.4 Performance Pro 77 kWh Family","27,432 km","11/2021","Heinz Tietjen Autohaus GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-performance-pro-77-kwh-family-electric-grey-5466ecec-033b-4b8d-a30e-7bb9966c270e","2024-12-17"
"€ 42,480.-","Volkswagen ID.4 GTX Matrix/P-Dach/NAV/Wärmepumpe/SH/RFK/DCC","10,431 km","05/2023","Fischer Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-matrix-p-dach-nav-waermepumpe-sh-rfk-dcc-electric-black-ca1e908a-1d53-4525-a8d0-4dc4c9a9b792","2024-12-17"
"€ 23,990.-","Volkswagen ID.4 Pure Performace 1-Gang Automatik Navi","9,400 km","08/2021","Sielemann Automobile e.K.","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performace-1-gang-automatik-navi-electric-grey-a43a9013-1eab-45a4-b242-319d9e8cc375","2024-12-17"
"€ 34,279.-","Volkswagen ID.4 Pro Performance HuD|Assistenz|Infotainment+","32,524 km","09/2022","MeinAuto.de Gebrauchtwagen","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-hud-assistenz-infotainment-electric-grey-a6098136-3289-45c5-b5b5-ff34528d0935","2024-12-17"
"€ 25,990.-","Volkswagen ID.4 Pure Performance 125 kW","16,500 km","09/2021","Auto Krälemann GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125-kw-electric-white-f138be0b-4773-4d68-bdc9-8f0dfee8329c","2024-12-17"
"€ 34,950.-","Volkswagen ID.4 Max ACC DCC HuD PANO e-SITZE IQ.LIGHT 360°","23,817 km","09/2021","Autodreieck GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-max-acc-dcc-hud-pano-e-sitze-iq-light-360-electric-white-bf107a2a-4528-4a84-b4d3-29e85048ad8a","2024-12-17"
"€ 35,990.-","Volkswagen ID.4 Pro Performance 77 kWh Infotainment-Paket LED","37,500 km","05/2023","Autohaus Kornkoog GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-infotainment-paket-led-electric-black-e3c9e563-ec2b-463e-a6c7-be73d3c0cd4b","2024-12-17"
"€ 36,990.-","Volkswagen ID.4 GTX Allrad 220kW ACC Pano Navi Cam LED Keyl","27,500 km","05/2022","Hahn Automobile GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-allrad-220kw-acc-pano-navi-cam-led-keyl-electric-grey-0d0fdf41-b2fb-43e2-ab14-dc51c6bfff22","2024-12-17"
"€ 28,850.-","Volkswagen ID.4 Pro Performance 150 kW 77 kWh","64,206 km","03/2022","A + H Automobile e.K.","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-77-kwh-electric-white-af3fb4cf-f2b9-42b7-ad21-88024d45826b","2024-12-17"
"€ 23,950.-","Volkswagen ID.4 Pure ACC Leichtmetallfelgen Ganzjahresreifen","38,329 km","10/2022","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-acc-leichtmetallfelgen-ganzjahresreifen-electric-grey-7fc564fa-8277-4262-8785-52a5cfd29ec8","2024-12-17"
"€ 34,997.-","Volkswagen ID.4 GTX 4Motion Wärmepumpe Pano ACC DCC IQ.Light","28,445 km","08/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-waermepumpe-pano-acc-dcc-iq-light-electric-white-5cdf5e5e-a85d-4767-aab6-a43549a76bfc","2024-12-17"
"€ 23,740.-","Volkswagen ID.4 109KW Navi Pro/PDC/LED/bluetooth","26,203 km","09/2021","Jacobs Automobile Bergheim GmbH& Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-109kw-navi-pro-pdc-led-bluetooth-electric-grey-8cc642e9-0641-4dba-b262-7435075ccb47","2024-12-17"
"€ 23,997.-","Volkswagen ID.4 Pure Performance Navi LED App-Connect FrontAssist","28,509 km","05/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-led-app-connect-frontassist-electric-grey-2c15f7e0-90f8-432b-8ff6-ec67275a60f0","2024-12-17"
"€ 46,800.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ACC-RADAR+DCC-","12,200 km","12/2023","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-acc-radar-dcc-electric-red-87e19fb1-f8a1-4a89-8b3f-f6ad158a6bca","2024-12-17"
"€ 48,000.-","Volkswagen ID.4 ID.4+Pro","15,000 km","06/2024",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-id-4-pro-electric-black-f3e14eec-08d9-4281-b733-9b2f4d67bd12","2024-12-17"
"€ 24,420.-","Volkswagen ID.4 Pure LED NAVI-PRO APP ACC","29,487 km","11/2022","Autohaus Huttenstrasse GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-led-navi-pro-app-acc-electric-grey-34fae1c3-e11d-4b74-ae1f-56059ff2c55a","2024-12-17"
"€ 26,490.-","Volkswagen ID.4 Pro Performance 150 kW*NAVI*AHK*LED*VIRTUAL","62,232 km","08/2021","Autohaus Senkan GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-navi-ahk-led-virtual-electric-white-b01ebf43-6204-440e-aef3-6e0c0f88b83a","2024-12-17"
"€ 36,980.-","Volkswagen ID.4 Pure 52kWh/AHK/HuD/Navi/Sitzhzg/HK/02.29Gar","10,240 km","02/2024","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-52kwh-ahk-hud-navi-sitzhzg-hk-02-29gar-electric-black-d9095224-7e4a-4265-8759-3ee1f32bfc03","2024-12-17"
"€ 29,860.-","Volkswagen ID.4 Tech","62,988 km","10/2021","DB Autohaus Cloppenburg","https://www.autoscout24.com/offers/volkswagen-id-4-tech-electric-blue-598c0fe2-7be0-4209-86ef-d0120956c9fa","2024-12-17"
"€ 45,990.-","Volkswagen ID.4 GTX 4 motion 77kwh Pano Rückfahrkamera Klima Navi","300 km","07/2023","Bongen Auto & Service GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4-motion-77kwh-pano-rueckfahrkamera-klima-navi-electric-black-b4826998-afa9-4dc8-8da3-a7e960cc7a69","2024-12-17"
"€ 39,740.-","Volkswagen ID.4 PRO UPE65 PANO AHK KAMERA","19,985 km","10/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-upe65-pano-ahk-kamera-electric-white-c927836c-9e05-436c-8585-3b6556849d67","2024-12-17"
"€ 30,490.-","Volkswagen ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO","55,219 km","12/2020","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-1st-max-21-waermep-acc-matrix-pano-electric-grey-fdd7a1a2-69f3-4e9c-b772-766d8bcf3cf3","2024-12-17"
"€ 31,380.-","Volkswagen ID.4 Pro Performance FIRST EDITION | NAVI | LED","19,976 km","08/2021","AVP AUTOLAND GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-first-edition-navi-led-electric-white-c7768899-5f6b-4c28-97d9-f8ad2a92d573","2024-12-17"
"€ 23,429.-","Volkswagen ID.4 Pure W LED KlimaA PDC AUT SpurH","20,226 km","07/2021","Tölke & Fischer GmbH & Co. KG VW Zentrum","https://www.autoscout24.com/offers/volkswagen-id-4-pure-w-led-klimaa-pdc-aut-spurh-electric-grey-a133a9fa-9eff-4813-aa55-ebcb22450514","2024-12-17"
"€ 36,000.-","Volkswagen ID.4 Pro Performance 150 kW","30,100 km","09/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-electric-blue-a2b0b8d9-2456-4fc7-bf0c-7155b7e5f234","2024-12-17"
"€ 31,460.-","Volkswagen ID.4 BEV Pro Automatik","24,909 km","08/2022","DB Autohaus Cloppenburg","https://www.autoscout24.com/offers/volkswagen-id-4-bev-pro-automatik-electric-black-03cd59e1-a71a-402b-9e28-ff203af2e0d1","2024-12-17"
"€ 38,690.-","Volkswagen ID.4 ProPerf SPORT LM21 PANO HuD AHK WÄRMEP.","33,696 km","09/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-properf-sport-lm21-pano-hud-ahk-waermep-electric-black-153423a2-48b0-4f8c-a771-83a328361a85","2024-12-17"
"€ 38,900.-","Volkswagen ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK (+ACC-RADAR+","16,800 km","09/2023","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-automatik-acc-radar-electric-white-db55427d-cb09-4dbd-90be-28b2daccade0","2024-12-17"
"€ 37,490.-","Volkswagen ID.4 Pro Performance 82 kW/h Wärmep.*AHK*8-fach","7,900 km","12/2023","Audi Gebrauchtwagen :plus Audi Augsburg","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-82-kw-h-waermep-ahk-8-fach-electric-white-ea64b935-06c2-4e68-93e0-653a28a5ccdd","2024-12-17"
"€ 25,290.-","Volkswagen ID.4 Pure Performance 52kWh AHK+NAVI+AMBIENTE-BEL.","26,295 km","09/2021","Autohaus Ihle GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-52kwh-ahk-navi-ambiente-bel-electric-grey-257578cd-ea4c-4da9-bb3b-05b80a3b8195","2024-12-17"
"€ 29,930.-","Volkswagen ID.4 Pure Performance LED Carplay ACC VerkZErk","13,400 km","11/2023","BaderMainzl GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-led-carplay-acc-verkzerk-electric-white-f2d63129-fc37-442d-a1cc-9c19275cbe5d","2024-12-17"
"€ 27,600.-","Volkswagen ID.4 Pro Performance Tech Matrix Navi ACC WP SHZ","78,000 km","06/2021","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-tech-matrix-navi-acc-wp-shz-electric-yellow-145826bd-96a5-4366-a30d-983e80edefa0","2024-12-17"
"€ 27,879.-","Volkswagen ID.4 Pure Performance LED GRA PDC SHZ NAVI","16,500 km","04/2022","Autohaus Elitzsch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-led-gra-pdc-shz-navi-electric-grey-8f0edb1a-7a3a-4a3c-9cfe-9b9e51ba4bd4","2024-12-17"
"€ 41,170.-","Volkswagen ID.4 ProPerf SPORT+ LM21 PANO HuD AHK WÄRMEP.","7,760 km","11/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-properf-sport-lm21-pano-hud-ahk-waermep-electric-white-e0bc6f0e-cab4-42a4-abcc-e9c3618e521b","2024-12-17"
"€ 44,990.-","Volkswagen ID.4 Pro Navi Pano AHK HUD DCC ACC SHZ","13,259 km","03/2024","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-navi-pano-ahk-hud-dcc-acc-shz-electric-grey-d4e6d595-0772-43f4-95ff-62bc24abac0d","2024-12-17"
"€ 28,850.-","Volkswagen ID.4 Pro Performance 150 kW *77kWh*","51,070 km","12/2021","A + H Automobile e.K.","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-77kwh-electric-blue-bf7d4a15-1131-4ba2-b1a4-b74b3f6ab68b","2024-12-17"
"€ 23,750.-","Volkswagen ID.4 PURE LM18 NAVI-PRO SITZH LED ACC CLIMATRONI","66,505 km","08/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-lm18-navi-pro-sitzh-led-acc-climatroni-electric-white-caf5f528-238c-4402-a963-74e31e9e9b57","2024-12-17"
"€ 28,490.-","Volkswagen ID.4 Pro Performance+AHK+LED+NAVI+MEMORY+MASSAGE","72,928 km","02/2022","Auto-Ringler-Service GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-led-navi-memory-massage-electric-white-191389b3-316a-405d-8c93-1b2e442b5e67","2024-12-17"
"€ 34,330.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","22,360 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-red-dbb7ad0d-3016-4f13-a9ae-bb36ff376db1","2024-12-17"
"€ 31,980.-","Volkswagen ID.4 Pro Performance Family AHK/Navi/CCS","70,080 km","03/2022","Volkswagen Zentrum Koblenz GW","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-family-ahk-navi-ccs-electric-grey-173da7f9-fa8f-4ff8-bc4e-0267dac76a12","2024-12-17"
"€ 23,650.-","Volkswagen ID.4 PURE NAVI-PRO LED APP-CON PDC+","54,468 km","09/2022","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-pro-led-app-con-pdc-electric-grey-18ac8fa2-aca3-4504-9bcb-4919e6259b2e","2024-12-17"
"€ 36,790.-","Volkswagen ID.4 Pro +S/LHZ+NAVI+CARPLAY+RFK+HUD+EHK+MET+AHK","10,200 km","12/2022","Autohaus von Keitz GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-s-lhz-navi-carplay-rfk-hud-ehk-met-ahk-electric-silver-13e5210c-5490-4ef0-b774-b746e2122ff4","2024-12-17"
"€ 24,350.-","Volkswagen ID.4 Pure NAVI LED PDC SPURH KLIMAA SOUNDSYS","21,684 km","09/2022","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-pdc-spurh-klimaa-soundsys-electric-grey-68e0f520-2bc5-4e5b-b508-aa8aa0f52bfd","2024-12-17"
"€ 42,680.-","Volkswagen ID.4 GTX 77kWh/AHK/Matrix/Pano/Navi/360°/Wärmepu","3,880 km","10/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-77kwh-ahk-matrix-pano-navi-360-waermepu-electric-white-a77a4ffa-f5d6-4b93-a2de-7a046896a933","2024-12-17"
"€ 37,450.-","Volkswagen ID.4 Pro Performance NavPro HuD Assistenz+ AreaView","29,900 km","03/2023","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navpro-hud-assistenz-areaview-electric-black-ab82fd29-7b1c-42e0-a418-08a161c5cc41","2024-12-17"
"€ 42,840.-","Volkswagen ID.4 GTX Panorama Navi AHK Wärmepumpe PDC ACC","9,900 km","08/2023","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-panorama-navi-ahk-waermepumpe-pdc-acc-electric-black-e32f2366-72a8-4c3b-9262-e883659f4be3","2024-12-17"
