"price_eur","car_model","mileage_km","year_first_registration","seller_name","car_link","scrapedate"
"€ 37,790.-","Volkswagen ID.4 GTX 4Motion 220 kW 1-Gang-Automatik","21,632 km","07/2023","Autohaus Lacher GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-220-kw-1-gang-automatik-electric-white-23f626e9-d7e2-4581-9e1a-aadd365ae319","2024-12-17"
"€ 36,490.-","Volkswagen ID.4 Pro Performance 150 kW AHK 360° Matrix","22,894 km","10/2023","Autohaus W. Graf GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-ahk-360-matrix-electric-blue-37d7a999-7fa5-4141-baf8-455b4a25c271","2024-12-17"
"€ 41,980.-","Volkswagen ID.4 GTX 4Mo. 21 PANO AHK SCHALE DCC HuD","19,798 km","11/2023","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4mo-21-pano-ahk-schale-dcc-hud-electric-white-ad049ae3-e649-4e11-8ee8-0217f6921be2","2024-12-17"
"€ 34,630.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","21,720 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-red-e7b07108-4ab4-492f-b1bc-4aa5f0c44b88","2024-12-17"
"€ 32,480.-","Volkswagen ID.4 Pro Performance AHK/RFK/Navi/LED","70,060 km","10/2022","Volkswagen Zentrum Koblenz GW","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-rfk-navi-led-electric-blue-c2162a69-3aa1-40c8-bb27-8a7ecbaf029c","2024-12-17"
"€ 42,750.-","Volkswagen ID.4 GTX 4Motion","24,750 km","06/2023","Autohaus Schmidt GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-electric-black-cdaba742-e042-430d-9d9e-5489bab51bc1","2024-12-17"
"€ 42,840.-","Volkswagen ID.4 GTX 4MOTION AHK 21"" TopSportPlus Panorama LED","30,000 km","06/2023","Autohaus Steinböhmer GmbH & Co KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-ahk-21-topsportplus-panorama-led-electric-white-f3747ef6-80c7-4996-a197-2e773e61c7a3","2024-12-17"
"€ 36,081.-","Volkswagen ID.4 Pro +NUR LEASING AB 390+ Bluetooth Navi LED","17,687 km","12/2023","Autohaus Morrkopf GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-nur-leasing-ab-390-bluetooth-navi-led-electric-silver-7a2a5b81-8f86-4d95-bcd4-0909855c7cfa","2024-12-17"
"€ 49,950.-","Volkswagen ID.4 Pro LED NAVI ACC KLIMA","50 km","- (First Registration)","Autohaus Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-led-navi-acc-klima-electric-grey-8d938762-f2c6-4261-8347-44f84a1fce5c","2024-12-17"
"€ 48,227.-","Volkswagen ID.4 Pro GOAL 286PS 77 kWh Navi RearView Bluetooth","0 km","- (First Registration)","Autohaus Steinböhmer GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-goal-286ps-77-kwh-navi-rearview-bluetooth-electric-blue-95a3599b-f301-4df2-abf6-c473b89974f4","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 PRO LM20 AHK KAMERA NAVI","17,204 km","09/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-lm20-ahk-kamera-navi-electric-blue-3685fcad-4d4b-4838-9cdb-8c5d84274133","2024-12-17"
"€ 23,977.-","Volkswagen ID.4 Pure Performance PDC LED Navi AppConnect LaneAssis","36,905 km","08/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-pdc-led-navi-appconnect-laneassis-electric-grey-20211f89-dd37-4877-ade8-5fcbe964c4ef","2024-12-17"
"€ 37,950.-","Volkswagen ID.4 Pro 5.-J.-GAR IQ-LIGHT AHK ALU 20","6,820 km","12/2023","Autohaus Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-5-j-gar-iq-light-ahk-alu-20-electric-white-441130b3-84b1-421b-8dfd-fdc37911acaa","2024-12-17"
"€ 34,250.-","Volkswagen ID.4 PRO LM20 KAMERA NAVI IQ.LIGHT ACC","36,779 km","08/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-lm20-kamera-navi-iq-light-acc-electric-blue-c56e4dae-eea4-473e-8641-cfa251a6805b","2024-12-17"
"€ 48,770.-","Volkswagen ID.4 GTX 4MOTION 370€ mtl. 77 kWh","0 km","- (First Registration)","Volkswagen Zentrum Regensburg","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-370-mtl-77-kwh-electric-black-a67b9ff6-f5f6-487d-836e-aaa4b173f95d","2024-12-17"
"€ 48,790.-","Volkswagen ID.4 ID4 GTX 4Motion 250kW - Aktion - Sportwochen","0 km","- (First Registration)","Auto & Service PIA GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-id4-gtx-4motion-250kw-aktion-sportwochen-electric-grey-27dbc07e-3481-46b5-9a0a-12c6e973fd94","2024-12-17"
"€ 54,880.-","Volkswagen ID.4 GTX IQ.Light Navi AHK Keyless 21"" ACC ParkAss+","19,900 km","03/2024","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-iq-light-navi-ahk-keyless-21-acc-parkass-electric-silver-313b4605-d455-4a3b-9bba-7fa8ab8ae198","2024-12-17"
"€ 27,999.-","Volkswagen ID.4 Pro Performance 150 kW*Wärmepumpe *","41,800 km","05/2021","Frenki Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-waermepumpe-electric-white-599010ba-6aed-4d3f-b8f8-aac05e1fcda8","2024-12-17"
"€ 26,990.-","Volkswagen ID.4 Pure Performance 125 kW","16,500 km","09/2021","Auto Krälemann GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125-kw-electric-white-91f58f0e-8d04-4d19-a6d7-646f14251817","2024-12-17"
"€ 36,270.-","Volkswagen ID.4 Pure  303€ mtl. 52 kWh","- km","- (First Registration)","Volkswagen Zentrum Regensburg","https://www.autoscout24.com/offers/volkswagen-id-4-pure-303-mtl-52-kwh-electric-f30aa1f0-7661-4cae-8321-f58b6709ff12","2024-12-17"
"€ 27,490.-","Volkswagen ID.4 Pro Performance","50,619 km","05/2021","VHG Rittersbacher GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-electric-white-a0920428-dc72-49e4-9d8a-6f44b07b6b5f","2024-12-17"
"€ 41,910.-","Volkswagen ID.4 GTX 4Motion AHK/Matrix/Assist/DCC/W-Pumpe/Kam/HuD","11,453 km","04/2023","Deisenroth & Söhne GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-ahk-matrix-assist-dcc-w-pumpe-kam-hud-electric-black-4fcacce1-8f57-462e-b5ea-07b0091d7583","2024-12-17"
"€ 23,970.-","Volkswagen ID.4 NAVI*SHZ*ACC*LED Pure 109 kW City","27,227 km","08/2021","Volkswagen Zentrum Aachen","https://www.autoscout24.com/offers/volkswagen-id-4-navi-shz-acc-led-pure-109-kw-city-electric-grey-037ca97b-ecb4-4587-b633-831acf55d889","2024-12-17"
"€ 33,330.-","Volkswagen ID.4 Pure Performance Navi SHZ Kamera ACC Alu","9,900 km","10/2023","BaderMainzl GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-shz-kamera-acc-alu-electric-black-61f70927-e88c-411b-8865-0307f657d7d4","2024-12-17"
"€ 37,950.-","Volkswagen ID.4 Pro 5-J.-GAR AHK SHZ IQ-LIGHT","10,450 km","12/2023","Autohaus Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-5-j-gar-ahk-shz-iq-light-electric-black-9ff52fd3-055a-4da7-b906-d3f296e2b840","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","14,990 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-white-bb4c83c7-e2e0-4e78-9986-284adb0e8993","2024-12-17"
"€ 35,290.-","Volkswagen ID.4 PRO PERFORMANCE LM20 AHK KAMERA IQ.LIGHT","39,804 km","08/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-lm20-ahk-kamera-iq-light-electric-black-48840a77-e226-4867-8791-992699d1dc3e","2024-12-17"
"€ 36,990.-","Volkswagen ID.4 Pro Performance *AHK*Kamera*Navi*","12,040 km","12/2023","Autohaus Marnet GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-kamera-navi-electric-blue-cee5b032-2ea7-40f0-b064-ed33c9c795de","2024-12-17"
"€ 36,570.-","Volkswagen ID.4 Pro Performance AHK Navi Area View LED Wärm","25,366 km","08/2023","Hahn Automobile GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-navi-area-view-led-waerm-electric-silver-20438978-ca71-45c9-86a5-5481ea9797b5","2024-12-17"
"€ 48,680.-","Volkswagen ID.4 Pro *WÄRME*IQ-L*AHK*ACC*NAVI*360*19""*SHZ*","4,000 km","05/2024","Auto Singer GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-waerme-iq-l-ahk-acc-navi-360-19-shz-electric-black-970bf467-d558-4843-9ab0-a8396cd9662d","2024-12-17"
"€ 37,700.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ACC-RADAR+ALLR","31,700 km","07/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-acc-radar-allr-electric-red-8d6d4669-9f27-4fa0-a682-741d445db899","2024-12-17"
"€ 26,480.-","Volkswagen ID.4 Pure Performance 125 kW,Navi Pro,LED,Sitzhe","13,000 km","08/2022","Autohaus Leitzmann GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125-kw-navi-pro-led-sitzhe-electric-white-77c93561-b14f-4322-a77a-ea7234e9e111","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","12,250 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-grey-d2c879b4-2fc6-4a9b-b3f6-839600debd88","2024-12-17"
"€ 34,630.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","22,330 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-black-5f72195c-897f-4ab4-9b1b-d193448fc32a","2024-12-17"
"€ 24,990.-","Volkswagen ID.4 Pure Performace 1-Gang Automatik Navi","15,900 km","04/2022","Sielemann Automobile e.K.","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performace-1-gang-automatik-navi-electric-blue-098ad551-8604-499e-81d9-dcd7bad66235","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","14,050 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-grey-e963ada6-e0b4-4235-916c-fd675ee50949","2024-12-17"
"€ 36,830.-","Volkswagen ID.4 Pro Performance | NAVI | LED | ACC | AHK |","15,748 km","11/2023","AVP AUTOLAND GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-led-acc-ahk-electric-black-0fba8d29-f35a-4830-a57b-f1cf074499af","2024-12-17"
"€ 34,980.-","Volkswagen ID.4 PRO LM20 NAVI KAMERA IQ.LIGHT","46,242 km","09/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-lm20-navi-kamera-iq-light-electric-blue-7d5e6fa5-7c23-4f89-8d28-85d9bc71cd15","2024-12-17"
"€ 25,360.-","Volkswagen ID.4 Pure Performance 125kw LED+NAVI+ACC+SHZ+CCS","53,000 km","09/2021","Motor-Nützel Vertriebs-GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125kw-led-navi-acc-shz-ccs-electric-grey-d9939565-f372-44fc-b5fb-0b30b076e93a","2024-12-17"
"€ 40,999.-","Volkswagen ID.4 Pro Performance 4MOTION IQ.LIGHT*PANO*AHK*N","14,200 km","08/2023","Autohaus Best GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-4motion-iq-light-pano-ahk-n-electric-black-2eec9287-26f1-4af4-a7f3-ddb3bdabaec0","2024-12-17"
"€ 34,240.-","Volkswagen ID.4 Pro Performance *AHK*IQ-L*ACC*NAV*20""*R-CAM","31,400 km","11/2023","Auto Singer GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-iq-l-acc-nav-20-r-cam-electric-white-6e4f0ef4-1dce-49cd-bf2e-3a6bfc263e04","2024-12-17"
"€ 44,490.-","Volkswagen ID.4 GTX Navi AHK HUD Pano Area View Travel WP 2","25,391 km","12/2023","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-navi-ahk-hud-pano-area-view-travel-wp-2-electric-white-394ad615-774a-40cd-b07b-9d96ff28e62d","2024-12-17"
"€ 36,765.-","Volkswagen ID.4 Pure 52 kWh ACC CLIMATR APP CCS PDC LED","10 km","- (First Registration)","Autohaus Illgen GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-52-kwh-acc-climatr-app-ccs-pdc-led-electric-grey-dffd2c0f-42be-49ed-8358-34f2ef3b6fd0","2024-12-17"
"€ 36,970.-","Volkswagen ID.4 GTX 4Motion AHK Pano Matrix","39,900 km","05/2022","Autohaus Glinicke GmbH & Co.Vertriebs KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-ahk-pano-matrix-electric-grey-93896b38-2729-4b1b-ae6b-85d34d47207c","2024-12-17"
"€ 36,980.-","Volkswagen ID.4 Pro Performance VWZ","15,123 km","11/2023","Löhr Automobile Daun GW","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-vwz-electric-white-307631b3-8b83-47b1-a2a2-d4ecb2fc6135","2024-12-17"
"€ 42,760.-","Volkswagen ID.4 GTX DSG 4M *Pano*AHK*Kamera*","15,957 km","12/2023","Autohaus Marnet GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-dsg-4m-pano-ahk-kamera-electric-white-6a184573-75c4-4f75-af9c-8e7206a45e7c","2024-12-17"
"€ 38,470.-","Volkswagen ID.4 Pro Performance 150 kW (204 PS) 77 kWh","22,000 km","08/2023","Autohaus Glinicke GmbH & Co. Vertriebs KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-204-ps-77-kwh-electric-white-99c6ffdd-6cb6-4db6-8f35-004134268aab","2024-12-17"
"€ 37,370.-","Volkswagen ID.4 GTX 4M MATRIX ACC 21"" DCC WÄPU NAVI CAM","19,900 km","05/2022","Autohaus Elitzsch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4m-matrix-acc-21-dcc-waepu-navi-cam-electric-black-f82797c2-eeff-41c6-93a3-0df5d2f3daaa","2024-12-17"
"€ 35,300.-","Volkswagen ID.4 Pro Performance 150 kW/Batterie84 KW/ACC...","32,000 km","06/2021","RK Mobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-batterie84-kw-acc-electric-white-3779a5df-c918-46f8-9ada-510017870b5f","2024-12-17"
"€ 37,450.-","Volkswagen ID.4 Pro 5J.GARA WÄRMEPUMPE AHK KAMERA IQ.LIGHT","6,450 km","12/2023","Autohaus Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-5j-gara-waermepumpe-ahk-kamera-iq-light-electric-blue-10d5e1d8-f0ac-4a47-9392-52b70e64bced","2024-12-17"
"€ 39,490.-","Volkswagen ID.4 Pro Performance Navi Pano AHK IQ-LED ACC PD","34,118 km","07/2023","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-pano-ahk-iq-led-acc-pd-electric-white-17b17787-7870-41fb-bb29-63be6df20f9f","2024-12-17"
"€ 42,490.-","Volkswagen ID.4 Pro Performance 150 kW AHK+SPORTPAKET PLUS","22,000 km","06/2023","Volkswagen Zentrum Göttingen","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-ahk-sportpaket-plus-electric-black-e29db913-a6b6-4bd2-b3ea-d9acb6dfcaa7","2024-12-17"
"€ 36,890.-","Volkswagen ID.4 Pro","28,725 km","09/2023","Emil Frey EF S Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-pro-electric-blue-dabed2bc-5f2d-4ec7-8bb4-ca32cc4b649a","2024-12-17"
"€ 25,860.-","Volkswagen ID.4 Performance Upgrade Pure **BATTERIEZERTIFIK","38,887 km","10/2021","bhg Autohandelsgesellschaft mbH","https://www.autoscout24.com/offers/volkswagen-id-4-performance-upgrade-pure-batteriezertifik-electric-grey-9929894d-dea3-4f98-be75-2fb991df9c07","2024-12-17"
"€ 38,940.-","Volkswagen ID.4 Pro Performance AHK/Matrix/P-Dach/21''/AREA","25,474 km","09/2023","Fischer Automobile Amberg GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-matrix-p-dach-21-area-electric-blue-fab6bb82-91b6-4078-8dc3-7a167edbc4c7","2024-12-17"
"€ 22,491.-","Volkswagen ID.4 Pure Navi PDC LED uvm","73,467 km","10/2021","Volkswagen Automobile Rhein-Neckar GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-pdc-led-uvm-electric-grey-5f750ba2-dcdf-4e87-bfcc-f85f8b8684a0","2024-12-17"
"€ 35,850.-","Volkswagen ID.4 Pro Performance *WÄRME*NAVI*AHK*ACC*R-CAM*","21,400 km","03/2023","Auto Singer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waerme-navi-ahk-acc-r-cam-electric-black-556f94e3-1fd6-4da3-a7ed-83b428dc5127","2024-12-17"
"€ 33,940.-","Volkswagen ID.4 Pro Performance PANO MASSAGE MATRIX 360°","41,000 km","09/2021","Autohaus Dressman GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-pano-massage-matrix-360-electric-grey-c7b087f7-829c-418e-8b2e-446929dc858e","2024-12-17"
"€ 25,590.-","Volkswagen ID.4 Pure 109kW 1-Gang Automatik 4 Türen","60,019 km","08/2021","VEHICLE TRADING INTERNATIONAL (VTI) GMBH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-109kw-1-gang-automatik-4-tueren-electric-white-68dc9f86-cea8-447c-81dc-e339c2531579","2024-12-17"
"€ 36,650.-","Volkswagen ID.4 Pro Performance KAMERA AHK IQ.LIGHT WÄRMEP","15,280 km","11/2023","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-kamera-ahk-iq-light-waermep-electric-white-1df71275-9de7-4d18-b19b-33b5562ef8cb","2024-12-17"
